Date,Location ISO Code,Location,New Cases,New Deaths,New Recovered,New Active Cases,Total Cases,Total Deaths,Total Recovered,Total Active Cases,Location Level,City or Regency,Province,Country,Continent,Island,Time Zone,Special Status,Total Regencies,Total Cities,Total Districts,Total Urban Villages,Total Rural Villages,Area (km2),Population,Population Density,Longitude,Latitude,New Cases per Million,Total Cases per Million,New Deaths per Million,Total Deaths per Million,Case Fatality Rate,Case Recovered Rate,Growth Factor of New Cases,Growth Factor of New Deaths
7/8/2020,ID-SA,Sulawesi Utara,89,1,12,76,1341,108,328,905,Province,,Sulawesi Utara,Indonesia,Asia,Sulawesi,UTC+08:00,,11,4,171,332,1507,13892,2641884,190.17,124.5212396,1.259638212,33.69,507.59,0.38,40.88,8.05%,24.46%,2.62,1.00
7/8/2020,ID-SB,Sumatera Barat,0,1,10,-11,780,32,660,88,Province,,Sumatera Barat,Indonesia,Asia,Sumatera,UTC+07:00,,12,7,179,230,928,42013,5519245,131.37,100.4650624,-0.850253225,0.00,141.32,0.18,5.80,4.10%,84.62%,0.00,
7/8/2020,ID-SS,Sumatera Selatan,63,0,10,53,2419,113,1220,1086,Province,,Sumatera Selatan,Indonesia,Asia,Sumatera,UTC+07:00,,13,4,241,387,2853,91592,8217551,89.72,104.1694647,-3.216211808,7.67,294.37,0.00,13.75,4.67%,50.43%,2.10,0.00
7/8/2020,ID-SU,Sumatera Utara,155,1,10,144,1975,109,505,1361,Province,,Sumatera Utara,Indonesia,Asia,Sumatera,UTC+07:00,,25,8,450,693,5417,72981,14874889,203.82,99.05196442,2.191894453,10.42,132.77,0.07,7.33,5.52%,25.57%,6.46,1.00
7/9/2020,ID-AC,Aceh,1,0,3,-2,90,3,57,30,Province,,Aceh,Indonesia,Asia,Sumatera,UTC+07:00,Daerah Khusus,18,5,289,,6497,57956,5247257,90.54,96.91052174,4.225614628,0.19,17.15,0.00,0.57,3.33%,63.33%,1.00,1.00
7/9/2020,ID-BA,Bali,53,1,92,-40,2016,26,1173,817,Province,,Bali,Indonesia,Asia,Nusa Tenggara,UTC+08:00,,8,1,57,80,636,5780,4216171,729.43,115.1317136,-8.369471688,12.57,478.16,0.24,6.17,1.29%,58.18%,1.77,
7/9/2020,ID-BT,Banten,13,0,24,-11,1573,80,984,509,Province,,Banten,Indonesia,Asia,Jawa,UTC+07:00,,4,4,155,313,1238,9663,10722374,1109.64,106.1090043,-6.456736388,1.21,146.70,0.00,7.46,5.09%,62.56%,0.81,1.00
7/9/2020,ID-BE,Bengkulu,4,0,1,3,155,14,99,42,Province,,Bengkulu,Indonesia,Asia,Sumatera,UTC+07:00,,9,1,129,172,1341,19919,1999539,100.38,102.3384213,-3.533583627,2.00,77.52,0.00,7.00,9.03%,63.87%,0.57,0.00
7/9/2020,ID-JK,DKI Jakarta,277,6,223,48,13291,668,8559,4064,Province,,DKI Jakarta,Indonesia,Asia,Jawa,UTC+07:00,Daerah Khusus Ibu Kota,1,5,44,267,,664,10846145,16334.31,106.8361183,-6.204698991,25.54,1225.41,0.55,61.59,5.03%,64.40%,0.79,1.00
7/9/2020,ID-YO,Daerah Istimewa Yogyakarta,7,0,4,3,356,10,290,56,Province,,Daerah Istimewa Yogyakarta,Indonesia,Asia,Jawa,UTC+07:00,Daerah Istimewa,4,1,78,46,392,3133,3631015,1158.90,110.4448783,-7.89450185,1.93,98.04,0.00,2.75,2.81%,81.46%,2.33,0.00
7/9/2020,ID-GO,Gorontalo,0,0,0,0,286,17,227,42,Province,,Gorontalo,Indonesia,Asia,Sulawesi,UTC+08:00,,5,1,77,72,657,11257,1180651,104.88,122.3760581,0.687002604,0.00,242.24,0.00,14.40,5.94%,79.37%,0.00,0.00
7/9/2020,IDN,Indonesia,2657,58,1066,1533,70736,3417,32651,34668,Country,,,Indonesia,Asia,,,,416,98,7230,8488,74953,1916907,265185520,138.34,113.921327,-0.789275,10.02,266.74,0.22,12.89,4.83%,46.16%,1.43,1.16
7/9/2020,ID-JA,Jambi,1,0,0,1,122,1,82,39,Province,,Jambi,Indonesia,Asia,Sumatera,UTC+07:00,,9,2,141,163,1399,50058,3493357,69.79,102.7236404,-1.69769766,0.29,34.92,0.00,0.29,0.82%,67.21%,,1.00
7/9/2020,ID-JB,Jawa Barat,964,4,28,932,4912,194,2028,2690,Province,,Jawa Barat,Indonesia,Asia,Jawa,UTC+07:00,,18,9,627,645,5312,35378,45161325,1276.55,107.6037083,-6.920432083,21.35,108.77,0.09,4.30,3.95%,41.29%,10.15,2.00
7/9/2020,ID-JT,Jawa Tengah,120,1,13,106,5204,255,1834,3115,Province,,Jawa Tengah,Indonesia,Asia,Jawa,UTC+07:00,,29,6,576,753,7809,32801,36364072,1108.64,110.2011149,-7.259097177,3.30,143.11,0.03,7.01,4.90%,35.24%,0.59,0.07
7/9/2020,ID-JI,Jawa Timur,510,23,264,223,15300,1125,5586,8589,Province,,Jawa Timur,Indonesia,Asia,Jawa,UTC+07:00,,29,9,666,777,7724,47803,40479023,846.78,112.7329414,-7.723345579,12.60,377.97,0.57,27.79,7.35%,36.51%,1.43,1.00
7/9/2020,ID-KB,Kalimantan Barat,3,0,2,1,347,4,308,35,Province,,Kalimantan Barat,Indonesia,Asia,Kalimantan,UTC+07:00,,12,2,174,99,2031,147307,5422814,36.81,111.1211776,-0.086474572,0.55,63.99,0.00,0.74,1.15%,88.76%,,1.00
7/9/2020,ID-KS,Kalimantan Selatan,106,2,22,82,3923,211,1148,2564,Province,,Kalimantan Selatan,Indonesia,Asia,Kalimantan,UTC+08:00,,11,2,153,144,1864,38744,4023049,103.84,115.4385783,-2.993594979,26.35,975.13,0.50,52.45,5.38%,29.26%,0.86,0.67
7/9/2020,ID-KT,Kalimantan Tengah,23,3,22,-2,1096,65,513,518,Province,,Kalimantan Tengah,Indonesia,Asia,Kalimantan,UTC+07:00,,13,1,136,139,1432,153565,2570289,16.74,113.4176536,-1.602484653,8.95,426.41,1.17,25.29,5.93%,46.81%,1.53,
7/9/2020,ID-KI,Kalimantan Timur,6,0,7,-1,623,12,470,141,Province,,Kalimantan Timur,Indonesia,Asia,Kalimantan,UTC+08:00,,7,3,103,197,841,129067,3552191,27.52,116.4684405,0.45385803,1.69,175.38,0.00,3.38,1.93%,75.44%,0.43,1.00
7/9/2020,ID-KU,Kalimantan Utara,8,0,9,-1,214,2,187,25,Province,,Kalimantan Utara,Indonesia,Asia,Kalimantan,UTC+08:00,,4,1,53,35,447,75468,648407,8.59,116.2188791,2.891012621,12.34,330.04,0.00,3.08,0.93%,87.38%,,1.00
7/9/2020,ID-BB,Kepulauan Bangka Belitung,0,0,1,-1,171,2,140,29,Province,,Kepulauan Bangka Belitung,Indonesia,Asia,Sumatera,UTC+07:00,,6,1,47,82,309,16424,1379767,84.01,106.5499324,-2.447444127,0.00,123.93,0.00,1.45,1.17%,81.87%,1.00,1.00
7/9/2020,ID-KR,Kepulauan Riau,3,0,0,3,321,17,282,22,Province,,Kepulauan Riau,Indonesia,Asia,Sumatera,UTC+07:00,,5,2,75,142,275,8202,1929400,235.24,108.261746,3.916346,1.55,166.37,0.00,8.81,5.30%,87.85%,0.60,1.00
7/9/2020,ID-LA,Lampung,1,0,1,0,203,12,181,10,Province,,Lampung,Indonesia,Asia,Sumatera,UTC+07:00,,13,2,228,205,2435,34624,9095591,262.70,105.0214366,-4.916792975,0.11,22.32,0.00,1.32,5.91%,89.16%,1.00,1.00
7/9/2020,ID-MA,Maluku,8,0,21,-13,845,17,487,341,Province,,Maluku,Indonesia,Asia,Maluku,UTC+09:00,,9,2,118,35,1198,46914,1847097,39.37,129.576792,-3.192572,4.33,457.47,0.00,9.20,2.01%,57.63%,1.14,1.00
7/9/2020,ID-MU,Maluku Utara,73,2,2,69,1105,33,130,942,Province,,Maluku Utara,Indonesia,Asia,Maluku,UTC+09:00,,8,2,116,118,1063,31983,1307803,40.89,127.5391072,0.212036949,55.82,844.93,1.53,25.23,2.99%,11.76%,1.04,
7/9/2020,ID-NB,Nusa Tenggara Barat,29,1,12,16,1443,72,939,432,Province,,Nusa Tenggara Barat,Indonesia,Asia,Nusa Tenggara,UTC+08:00,,8,2,117,145,995,18572,5270247,283.77,117.5086257,-8.606998866,5.50,273.80,0.19,13.66,4.99%,65.07%,1.26,0.17
7/9/2020,ID-NT,Nusa Tenggara Timur,0,0,0,0,121,1,91,29,Province,,Nusa Tenggara Timur,Indonesia,Asia,Nusa Tenggara,UTC+08:00,,21,1,309,327,3026,48718,5411321,111.07,121.592271,-8.682205,0.00,22.36,0.00,0.18,0.83%,75.21%,0.00,1.00
7/9/2020,ID-PA,Papua,28,0,57,-29,2057,20,1048,989,Province,,Papua,Indonesia,Asia,Papua,UTC+09:00,Daerah Khusus,28,1,560,110,5411,319036,4340348,13.60,138.69603,-4.66620953,6.45,473.93,0.00,4.61,0.97%,50.95%,1.56,0.00
7/9/2020,ID-PB,Papua Barat,6,0,0,6,272,4,187,81,Province,,Papua Barat,Indonesia,Asia,Papua,UTC+09:00,Daerah Khusus,12,1,218,95,1742,102955,1140701,11.08,132.9762624,-2.045160182,5.26,238.45,0.00,3.51,1.47%,68.75%,,1.00
7/9/2020,ID-RI,Riau,2,0,1,1,240,12,218,10,Province,,Riau,Indonesia,Asia,Sumatera,UTC+07:00,,10,2,169,268,1591,87024,6074100,69.80,101.8051092,0.511647851,0.33,39.51,0.00,1.98,5.00%,90.83%,,1.00
7/9/2020,ID-SR,Sulawesi Barat,1,0,0,1,130,2,90,38,Province,,Sulawesi Barat,Indonesia,Asia,Sulawesi,UTC+08:00,,6,,69,73,575,16787,1559984,92.93,119.3450194,-2.461746053,0.64,83.33,0.00,1.28,1.54%,69.23%,0.50,1.00
7/9/2020,ID-SN,Sulawesi Selatan,127,6,184,-63,6442,202,2432,3808,Province,,Sulawesi Selatan,Indonesia,Asia,Sulawesi,UTC+08:00,,21,3,311,792,2255,46717,9426885,201.78,120.1620559,-3.731080714,13.47,683.36,0.64,21.43,3.14%,37.75%,0.76,2.00
7/9/2020,ID-ST,Sulawesi Tengah,0,0,0,0,193,6,174,13,Province,,Sulawesi Tengah,Indonesia,Asia,Sulawesi,UTC+08:00,,12,1,175,175,1842,61841,2955567,47.79,121.2010927,-1.00413668,0.00,65.30,0.00,2.03,3.11%,90.16%,0.00,1.00
7/9/2020,ID-SG,Sulawesi Tenggara,6,1,3,2,500,9,290,201,Province,,Sulawesi Tenggara,Indonesia,Asia,Sulawesi,UTC+08:00,,15,2,219,377,1911,38068,2635461,69.23,122.070311,-4.124688793,2.28,189.72,0.38,3.41,1.80%,58.00%,0.86,
7/9/2020,ID-SA,Sulawesi Utara,87,0,27,60,1428,108,355,965,Province,,Sulawesi Utara,Indonesia,Asia,Sulawesi,UTC+08:00,,11,4,171,332,1507,13892,2641884,190.17,124.5212396,1.259638212,32.93,540.52,0.00,40.88,7.56%,24.86%,0.98,0.00
7/9/2020,ID-SB,Sumatera Barat,5,0,8,-3,785,32,668,85,Province,,Sumatera Barat,Indonesia,Asia,Sumatera,UTC+07:00,,12,7,179,230,928,42013,5519245,131.37,100.4650624,-0.850253225,0.91,142.23,0.00,5.80,4.08%,85.10%,,0.00
7/9/2020,ID-SS,Sumatera Selatan,56,6,4,46,2475,119,1224,1132,Province,,Sumatera Selatan,Indonesia,Asia,Sumatera,UTC+07:00,,13,4,241,387,2853,91592,8217551,89.72,104.1694647,-3.216211808,6.81,301.18,0.73,14.48,4.81%,49.45%,0.89,
7/9/2020,ID-SU,Sumatera Utara,109,5,12,92,2084,114,517,1453,Province,,Sumatera Utara,Indonesia,Asia,Sumatera,UTC+07:00,,25,8,450,693,5417,72981,14874889,203.82,99.05196442,2.191894453,7.33,140.10,0.34,7.66,5.47%,24.81%,0.70,5.00
7/10/2020,ID-AC,Aceh,0,0,5,-5,90,3,62,25,Province,,Aceh,Indonesia,Asia,Sumatera,UTC+07:00,Daerah Khusus,18,5,289,,6497,57956,5247257,90.54,96.91052174,4.225614628,0.00,17.15,0.00,0.57,3.33%,68.89%,0.00,1.00
7/10/2020,ID-BA,Bali,86,0,31,55,2102,26,1204,872,Province,,Bali,Indonesia,Asia,Nusa Tenggara,UTC+08:00,,8,1,57,80,636,5780,4216171,729.43,115.1317136,-8.369471688,20.40,498.56,0.00,6.17,1.24%,57.28%,1.62,0.00
7/10/2020,ID-BT,Banten,10,1,28,-19,1583,81,1012,490,Province,,Banten,Indonesia,Asia,Jawa,UTC+07:00,,4,4,155,313,1238,9663,10722374,1109.64,106.1090043,-6.456736388,0.93,147.64,0.09,7.55,5.12%,63.93%,0.77,
7/10/2020,ID-BE,Bengkulu,3,2,2,-1,158,16,101,41,Province,,Bengkulu,Indonesia,Asia,Sumatera,UTC+07:00,,9,1,129,172,1341,19919,1999539,100.38,102.3384213,-3.533583627,1.50,79.02,1.00,8.00,10.13%,63.92%,0.75,
7/10/2020,ID-JK,DKI Jakarta,252,0,180,72,13543,668,8739,4136,Province,,DKI Jakarta,Indonesia,Asia,Jawa,UTC+07:00,Daerah Khusus Ibu Kota,1,5,44,267,,664,10846145,16334.31,106.8361183,-6.204698991,23.23,1248.65,0.00,61.59,4.93%,64.53%,0.91,0.00
7/10/2020,ID-YO,Daerah Istimewa Yogyakarta,7,0,3,4,363,10,293,60,Province,,Daerah Istimewa Yogyakarta,Indonesia,Asia,Jawa,UTC+07:00,Daerah Istimewa,4,1,78,46,392,3133,3631015,1158.90,110.4448783,-7.89450185,1.93,99.97,0.00,2.75,2.75%,80.72%,1.00,1.00
7/10/2020,ID-GO,Gorontalo,30,0,2,28,316,17,229,70,Province,,Gorontalo,Indonesia,Asia,Sulawesi,UTC+08:00,,5,1,77,72,657,11257,1180651,104.88,122.3760581,0.687002604,25.41,267.65,0.00,14.40,5.38%,72.47%,,1.00
7/10/2020,IDN,Indonesia,1611,52,878,681,72347,3469,33529,35349,Country,,,Indonesia,Asia,,,,416,98,7230,8488,74953,1916907,265185520,138.34,113.921327,-0.789275,6.07,272.82,0.20,13.08,4.79%,46.34%,0.61,0.90
7/10/2020,ID-JA,Jambi,0,0,3,-3,122,1,85,36,Province,,Jambi,Indonesia,Asia,Sumatera,UTC+07:00,,9,2,141,163,1399,50058,3493357,69.79,102.7236404,-1.69769766,0.00,34.92,0.00,0.29,0.82%,69.67%,0.00,1.00
7/10/2020,ID-JB,Jawa Barat,108,0,33,75,5020,194,2061,2765,Province,,Jawa Barat,Indonesia,Asia,Jawa,UTC+07:00,,18,9,627,645,5312,35378,45161325,1276.55,107.6037083,-6.920432083,2.39,111.16,0.00,4.30,3.86%,41.06%,0.11,0.00
7/10/2020,ID-JT,Jawa Tengah,101,20,173,-92,5305,275,2007,3023,Province,,Jawa Tengah,Indonesia,Asia,Jawa,UTC+07:00,,29,6,576,753,7809,32801,36364072,1108.64,110.2011149,-7.259097177,2.78,145.89,0.55,7.56,5.18%,37.83%,0.84,20.00
7/10/2020,ID-JI,Jawa Timur,257,27,235,-5,15557,1152,5821,8584,Province,,Jawa Timur,Indonesia,Asia,Jawa,UTC+07:00,,29,9,666,777,7724,47803,40479023,846.78,112.7329414,-7.723345579,6.35,384.32,0.67,28.46,7.41%,37.42%,0.50,1.17
7/10/2020,ID-KB,Kalimantan Barat,0,0,0,0,347,4,308,35,Province,,Kalimantan Barat,Indonesia,Asia,Kalimantan,UTC+07:00,,12,2,174,99,2031,147307,5422814,36.81,111.1211776,-0.086474572,0.00,63.99,0.00,0.74,1.15%,88.76%,0.00,1.00
7/10/2020,ID-KS,Kalimantan Selatan,66,0,55,11,3989,211,1203,2575,Province,,Kalimantan Selatan,Indonesia,Asia,Kalimantan,UTC+08:00,,11,2,153,144,1864,38744,4023049,103.84,115.4385783,-2.993594979,16.41,991.54,0.00,52.45,5.29%,30.16%,0.62,0.00
7/10/2020,ID-KT,Kalimantan Tengah,35,0,1,34,1131,65,514,552,Province,,Kalimantan Tengah,Indonesia,Asia,Kalimantan,UTC+07:00,,13,1,136,139,1432,153565,2570289,16.74,113.4176536,-1.602484653,13.62,440.03,0.00,25.29,5.75%,45.45%,1.52,0.00
7/10/2020,ID-KI,Kalimantan Timur,19,1,10,8,642,13,480,149,Province,,Kalimantan Timur,Indonesia,Asia,Kalimantan,UTC+08:00,,7,3,103,197,841,129067,3552191,27.52,116.4684405,0.45385803,5.35,180.73,0.28,3.66,2.02%,74.77%,3.17,
7/10/2020,ID-KU,Kalimantan Utara,0,0,1,-1,214,2,188,24,Province,,Kalimantan Utara,Indonesia,Asia,Kalimantan,UTC+08:00,,4,1,53,35,447,75468,648407,8.59,116.2188791,2.891012621,0.00,330.04,0.00,3.08,0.93%,87.85%,0.00,1.00
7/10/2020,ID-BB,Kepulauan Bangka Belitung,0,0,1,-1,171,2,141,28,Province,,Kepulauan Bangka Belitung,Indonesia,Asia,Sumatera,UTC+07:00,,6,1,47,82,309,16424,1379767,84.01,106.5499324,-2.447444127,0.00,123.93,0.00,1.45,1.17%,82.46%,1.00,1.00
7/10/2020,ID-KR,Kepulauan Riau,0,0,4,-4,321,17,286,18,Province,,Kepulauan Riau,Indonesia,Asia,Sumatera,UTC+07:00,,5,2,75,142,275,8202,1929400,235.24,108.261746,3.916346,0.00,166.37,0.00,8.81,5.30%,89.10%,0.00,1.00
7/10/2020,ID-LA,Lampung,2,0,4,-2,205,12,185,8,Province,,Lampung,Indonesia,Asia,Sumatera,UTC+07:00,,13,2,228,205,2435,34624,9095591,262.70,105.0214366,-4.916792975,0.22,22.54,0.00,1.32,5.85%,90.24%,2.00,1.00
7/10/2020,ID-MA,Maluku,13,0,22,-9,858,17,509,332,Province,,Maluku,Indonesia,Asia,Maluku,UTC+09:00,,9,2,118,35,1198,46914,1847097,39.37,129.576792,-3.192572,7.04,464.51,0.00,9.20,1.98%,59.32%,1.63,1.00
7/10/2020,ID-MU,Maluku Utara,24,0,1,23,1129,33,131,965,Province,,Maluku Utara,Indonesia,Asia,Maluku,UTC+09:00,,8,2,116,118,1063,31983,1307803,40.89,127.5391072,0.212036949,18.35,863.28,0.00,25.23,2.92%,11.60%,0.33,0.00
7/10/2020,ID-NB,Nusa Tenggara Barat,36,2,14,20,1479,74,953,452,Province,,Nusa Tenggara Barat,Indonesia,Asia,Nusa Tenggara,UTC+08:00,,8,2,117,145,995,18572,5270247,283.77,117.5086257,-8.606998866,6.83,280.63,0.38,14.04,5.00%,64.44%,1.24,2.00
7/10/2020,ID-NT,Nusa Tenggara Timur,0,0,0,0,121,1,91,29,Province,,Nusa Tenggara Timur,Indonesia,Asia,Nusa Tenggara,UTC+08:00,,21,1,309,327,3026,48718,5411321,111.07,121.592271,-8.682205,0.00,22.36,0.00,0.18,0.83%,75.21%,1.00,1.00
7/10/2020,ID-PA,Papua,85,0,16,69,2142,20,1064,1058,Province,,Papua,Indonesia,Asia,Papua,UTC+09:00,Daerah Khusus,28,1,560,110,5411,319036,4340348,13.60,138.69603,-4.66620953,19.58,493.51,0.00,4.61,0.93%,49.67%,3.04,1.00
7/10/2020,ID-PB,Papua Barat,4,0,1,3,276,4,188,84,Province,,Papua Barat,Indonesia,Asia,Papua,UTC+09:00,Daerah Khusus,12,1,218,95,1742,102955,1140701,11.08,132.9762624,-2.045160182,3.51,241.96,0.00,3.51,1.45%,68.12%,0.67,1.00
7/10/2020,ID-RI,Riau,0,0,1,-1,240,12,219,9,Province,,Riau,Indonesia,Asia,Sumatera,UTC+07:00,,10,2,169,268,1591,87024,6074100,69.80,101.8051092,0.511647851,0.00,39.51,0.00,1.98,5.00%,91.25%,0.00,1.00
7/10/2020,ID-SR,Sulawesi Barat,5,1,1,3,135,3,91,41,Province,,Sulawesi Barat,Indonesia,Asia,Sulawesi,UTC+08:00,,6,,69,73,575,16787,1559984,92.93,119.3450194,-2.461746053,3.21,86.54,0.64,1.92,2.22%,67.41%,5.00,
7/10/2020,ID-SN,Sulawesi Selatan,130,0,33,97,6572,202,2465,3905,Province,,Sulawesi Selatan,Indonesia,Asia,Sulawesi,UTC+08:00,,21,3,311,792,2255,46717,9426885,201.78,120.1620559,-3.731080714,13.79,697.15,0.00,21.43,3.07%,37.51%,1.02,0.00
7/10/2020,ID-ST,Sulawesi Tengah,0,0,0,0,193,6,174,13,Province,,Sulawesi Tengah,Indonesia,Asia,Sulawesi,UTC+08:00,,12,1,175,175,1842,61841,2955567,47.79,121.2010927,-1.00413668,0.00,65.30,0.00,2.03,3.11%,90.16%,1.00,1.00
7/10/2020,ID-SG,Sulawesi Tenggara,7,0,22,-15,507,9,312,186,Province,,Sulawesi Tenggara,Indonesia,Asia,Sulawesi,UTC+08:00,,15,2,219,377,1911,38068,2635461,69.23,122.070311,-4.124688793,2.66,192.38,0.00,3.41,1.78%,61.54%,1.17,0.00
7/10/2020,ID-SA,Sulawesi Utara,130,1,5,124,1558,109,360,1089,Province,,Sulawesi Utara,Indonesia,Asia,Sulawesi,UTC+08:00,,11,4,171,332,1507,13892,2641884,190.17,124.5212396,1.259638212,49.21,589.73,0.38,41.26,7.00%,23.11%,1.49,
7/10/2020,ID-SB,Sumatera Barat,6,0,6,0,791,32,674,85,Province,,Sumatera Barat,Indonesia,Asia,Sumatera,UTC+07:00,,12,7,179,230,928,42013,5519245,131.37,100.4650624,-0.850253225,1.09,143.32,0.00,5.80,4.05%,85.21%,1.20,1.00
7/10/2020,ID-SS,Sumatera Selatan,93,2,15,76,2568,121,1239,1208,Province,,Sumatera Selatan,Indonesia,Asia,Sumatera,UTC+07:00,,13,4,241,387,2853,91592,8217551,89.72,104.1694647,-3.216211808,11.32,312.50,0.24,14.72,4.71%,48.25%,1.66,0.33
7/10/2020,ID-SU,Sumatera Utara,108,1,12,95,2192,115,529,1548,Province,,Sumatera Utara,Indonesia,Asia,Sumatera,UTC+07:00,,25,8,450,693,5417,72981,14874889,203.82,99.05196442,2.191894453,7.26,147.36,0.07,7.73,5.25%,24.13%,0.99,0.20
7/11/2020,ID-AC,Aceh,9,1,4,4,99,4,66,29,Province,,Aceh,Indonesia,Asia,Sumatera,UTC+07:00,Daerah Khusus,18,5,289,,6497,57956,5247257,90.54,96.91052174,4.225614628,1.72,18.87,0.19,0.76,4.04%,66.67%,,
7/11/2020,ID-BA,Bali,35,1,151,-117,2137,27,1355,755,Province,,Bali,Indonesia,Asia,Nusa Tenggara,UTC+08:00,,8,1,57,80,636,5780,4216171,729.43,115.1317136,-8.369471688,8.30,506.86,0.24,6.40,1.26%,63.41%,0.41,
7/11/2020,ID-BT,Banten,7,0,30,-23,1590,81,1042,467,Province,,Banten,Indonesia,Asia,Jawa,UTC+07:00,,4,4,155,313,1238,9663,10722374,1109.64,106.1090043,-6.456736388,0.65,148.29,0.00,7.55,5.09%,65.53%,0.70,0.00
7/11/2020,ID-BE,Bengkulu,4,0,1,3,162,16,102,44,Province,,Bengkulu,Indonesia,Asia,Sumatera,UTC+07:00,,9,1,129,172,1341,19919,1999539,100.38,102.3384213,-3.533583627,2.00,81.02,0.00,8.00,9.88%,62.96%,1.33,0.00
7/11/2020,ID-JK,DKI Jakarta,383,10,215,158,13926,678,8954,4294,Province,,DKI Jakarta,Indonesia,Asia,Jawa,UTC+07:00,Daerah Khusus Ibu Kota,1,5,44,267,,664,10846145,16334.31,106.8361183,-6.204698991,35.31,1283.96,0.92,62.51,4.87%,64.30%,1.52,
7/11/2020,ID-YO,Daerah Istimewa Yogyakarta,7,0,1,6,370,10,294,66,Province,,Daerah Istimewa Yogyakarta,Indonesia,Asia,Jawa,UTC+07:00,Daerah Istimewa,4,1,78,46,392,3133,3631015,1158.90,110.4448783,-7.89450185,1.93,101.90,0.00,2.75,2.70%,79.46%,1.00,1.00
7/11/2020,ID-GO,Gorontalo,29,0,1,28,345,17,230,98,Province,,Gorontalo,Indonesia,Asia,Sulawesi,UTC+08:00,,5,1,77,72,657,11257,1180651,104.88,122.3760581,0.687002604,24.56,292.21,0.00,14.40,4.93%,66.67%,0.97,1.00
7/11/2020,IDN,Indonesia,1671,66,1190,415,74018,3535,34719,35764,Country,,,Indonesia,Asia,,,,416,98,7230,8488,74953,1916907,265185520,138.34,113.921327,-0.789275,6.30,279.12,0.25,13.33,4.78%,46.91%,1.04,1.27
7/11/2020,ID-JA,Jambi,0,0,0,0,122,1,85,36,Province,,Jambi,Indonesia,Asia,Sumatera,UTC+07:00,,9,2,141,163,1399,50058,3493357,69.79,102.7236404,-1.69769766,0.00,34.92,0.00,0.29,0.82%,69.67%,1.00,1.00
7/11/2020,ID-JB,Jawa Barat,73,1,29,43,5093,195,2090,2808,Province,,Jawa Barat,Indonesia,Asia,Jawa,UTC+07:00,,18,9,627,645,5312,35378,45161325,1276.55,107.6037083,-6.920432083,1.62,112.77,0.02,4.32,3.83%,41.04%,0.68,
7/11/2020,ID-JT,Jawa Tengah,100,2,2,96,5405,277,2009,3119,Province,,Jawa Tengah,Indonesia,Asia,Jawa,UTC+07:00,,29,6,576,753,7809,32801,36364072,1108.64,110.2011149,-7.259097177,2.75,148.64,0.05,7.62,5.12%,37.17%,0.99,0.10
7/11/2020,ID-JI,Jawa Timur,412,36,314,62,15969,1188,6135,8646,Province,,Jawa Timur,Indonesia,Asia,Jawa,UTC+07:00,,29,9,666,777,7724,47803,40479023,846.78,112.7329414,-7.723345579,10.18,394.50,0.89,29.35,7.44%,38.42%,1.60,1.33
7/11/2020,ID-KB,Kalimantan Barat,0,0,19,-19,347,4,327,16,Province,,Kalimantan Barat,Indonesia,Asia,Kalimantan,UTC+07:00,,12,2,174,99,2031,147307,5422814,36.81,111.1211776,-0.086474572,0.00,63.99,0.00,0.74,1.15%,94.24%,1.00,1.00
7/11/2020,ID-KS,Kalimantan Selatan,79,5,75,-1,4068,216,1278,2574,Province,,Kalimantan Selatan,Indonesia,Asia,Kalimantan,UTC+08:00,,11,2,153,144,1864,38744,4023049,103.84,115.4385783,-2.993594979,19.64,1011.17,1.24,53.69,5.31%,31.42%,1.20,
7/11/2020,ID-KT,Kalimantan Tengah,26,1,28,-3,1157,66,542,549,Province,,Kalimantan Tengah,Indonesia,Asia,Kalimantan,UTC+07:00,,13,1,136,139,1432,153565,2570289,16.74,113.4176536,-1.602484653,10.12,450.14,0.39,25.68,5.70%,46.85%,0.74,
7/11/2020,ID-KI,Kalimantan Timur,31,0,12,19,673,13,492,168,Province,,Kalimantan Timur,Indonesia,Asia,Kalimantan,UTC+08:00,,7,3,103,197,841,129067,3552191,27.52,116.4684405,0.45385803,8.73,189.46,0.00,3.66,1.93%,73.11%,1.63,0.00
7/11/2020,ID-KU,Kalimantan Utara,0,0,0,0,214,2,188,24,Province,,Kalimantan Utara,Indonesia,Asia,Kalimantan,UTC+08:00,,4,1,53,35,447,75468,648407,8.59,116.2188791,2.891012621,0.00,330.04,0.00,3.08,0.93%,87.85%,1.00,1.00
7/11/2020,ID-BB,Kepulauan Bangka Belitung,1,0,1,0,172,2,142,28,Province,,Kepulauan Bangka Belitung,Indonesia,Asia,Sumatera,UTC+07:00,,6,1,47,82,309,16424,1379767,84.01,106.5499324,-2.447444127,0.72,124.66,0.00,1.45,1.16%,82.56%,,1.00
7/11/2020,ID-KR,Kepulauan Riau,6,0,7,-1,327,17,293,17,Province,,Kepulauan Riau,Indonesia,Asia,Sumatera,UTC+07:00,,5,2,75,142,275,8202,1929400,235.24,108.261746,3.916346,3.11,169.48,0.00,8.81,5.20%,89.60%,,1.00
7/11/2020,ID-LA,Lampung,0,0,0,0,205,12,185,8,Province,,Lampung,Indonesia,Asia,Sumatera,UTC+07:00,,13,2,228,205,2435,34624,9095591,262.70,105.0214366,-4.916792975,0.00,22.54,0.00,1.32,5.85%,90.24%,0.00,1.00
